Tipo de dato;Partidas de gasto: Nivel 1;Partidas de gasto: Nivel 2;Partidas de gasto: Nivel 3;Periodo;Total
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M05;2.494,58
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M04;2.043,13
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M03;1.769,04
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M02;1.456,06
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M01;1.450,70
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M12;1.404,53
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M11;1.462,83
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M10;2.124,02
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M09;2.126,63
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M08;2.365,84
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M07;2.754,24
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M06;2.238,11
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M05;2.049,73
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M04;1.729,14
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M03;1.363,44
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M02;1.165,58
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M01;1.150,82
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M12;991,23
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M11;1.148,47
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M10;1.588,97
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M09;1.642,32
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M08;1.798,78
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M07;2.146,54
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M06;1.811,61
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M05;1.534,26
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M04;1.374,79
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M03;977,04
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M02;680,98
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M01;571,60
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M12;602,11
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M11;686,17
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M10;925,98
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M09;804,92
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M08;923,45
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M07;878,83
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M06;445,47
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M05;279,03
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M04;141,43
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M03;118,70
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M02;62,70
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M01;86,02
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M12;118,04
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M11;87,80
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M10;159,40
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M09;154,03
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M08;361,64
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M07;444,53
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M06;15,06
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M05;0,00
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M04;0,00
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M03;502,07
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M02;987,84
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M01;1.031,40
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M12;1.061,11
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M11;1.061,53
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M10;1.757,85
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M09;1.857,82
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M08;1.996,95
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M07;2.229,66
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M06;1.907,40
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M05;1.674,57
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M04;1.510,98
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M03;1.349,10
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M02;1.053,54
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M01;1.095,35
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M12;1.141,43
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M11;1.108,99
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M10;1.662,48
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M09;1.857,96
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M08;1.959,10
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M07;2.351,91
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M06;1.876,68
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M05;1.611,63
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M04;1.415,98
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M03;1.195,06
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M02;1.006,45
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M01;992,80
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M12;974,30
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M11;1.011,24
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M10;1.673,30
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M09;1.912,12
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M08;1.985,62
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M07;2.355,46
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M06;1.784,01
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M05;1.645,97
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M04;1.409,45
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M03;1.093,93
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M02;934,34
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M01;968,93
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M12;957,82
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M11;951,35
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M10;1.532,60
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M09;1.670,63
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M08;1.743,43
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M07;1.853,88
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M06;1.479,97
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M05;1.343,70
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M04;1.177,97
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M03;900,87
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M02;781,99
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M01;818,38
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M12;790,07
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M11;828,62
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M10;1.253,72
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M07;3.610,38
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M06;2.379,13
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M05;2.433,32
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M04;2.061,69
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M03;1.754,93
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M02;1.306,68
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M01;1.262,45
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M12;1.412,01
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M11;1.401,63
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M10;2.149,14
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M09;2.314,33
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M08;3.378,69
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M07;3.384,20
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M06;2.310,16
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M05;2.221,78
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M04;1.851,48
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M03;1.550,14
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M02;1.244,71
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M01;1.091,41
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M12;1.288,01
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M11;1.311,30
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M10;2.046,25
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M09;2.159,93
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M08;3.187,16
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M07;3.110,22
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M06;2.150,60
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M05;2.060,75
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M04;1.678,91
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M03;1.463,79
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M02;1.170,27
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M01;988,43
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M12;1.126,38
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M11;1.143,54
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M10;1.721,37
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M09;1.829,43
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M08;2.749,99
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M07;2.805,48
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M06;1.765,50
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M05;1.679,62
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M04;1.438,06
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M03;1.161,62
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M02;882,22
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M01;777,99
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M12;851,03
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M11;902,48
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M10;1.449,04
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M09;1.573,11
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M08;2.349,63
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M07;2.532,37
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M06;1.631,24
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M05;1.423,88
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M04;1.208,78
Dato base;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M03;912,91
