table_id,table_name,dimension,dimension_value,indicador,tipo_dato,periodo,periodo_parsed,valor
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M09,2021-09,828.87
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M08,2021-08,858.42
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M07,2021-07,663.14
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M06,2021-06,151.43
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M05,2021-05,58.66
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M04,2021-04,26.2
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M03,2021-03,27.57
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M02,2021-02,16.68
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2021M01,2021-01,27.11
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M12,2020-12,125.18
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M11,2020-11,95.38
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M10,2020-10,155.4
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M09,2020-09,150.71
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M08,2020-08,277.81
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M07,2020-07,375.49
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M06,2020-06,4.43
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M05,2020-05,0.0
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M04,2020-04,0.0
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M03,2020-03,374.41
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M02,2020-02,839.86
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2020M01,2020-01,724.93
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M12,2019-12,772.53
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M11,2019-11,816.96
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M10,2019-10,1579.67
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M09,2019-09,2020.15
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M08,2019-08,2510.04
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M07,2019-07,2446.99
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M06,2019-06,1957.2
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M05,2019-05,1795.5
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M04,2019-04,1281.45
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M03,2019-03,1034.01
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M02,2019-02,814.4
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2019M01,2019-01,805.25
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M12,2018-12,832.94
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M11,2018-11,896.11
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M10,2018-10,1616.2
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M09,2018-09,2025.66
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M08,2018-08,2517.63
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M07,2018-07,2387.59
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M06,2018-06,2031.87
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M05,2018-05,1801.01
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M04,2018-04,1205.34
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M03,2018-03,1087.38
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M02,2018-02,790.66
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2018M01,2018-01,752.34
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M12,2017-12,817.45
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M11,2017-11,832.3
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M10,2017-10,1506.04
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M09,2017-09,1965.15
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M08,2017-08,2414.13
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M07,2017-07,2349.26
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M06,2017-06,1931.5
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M05,2017-05,1822.89
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M04,2017-04,1235.82
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M03,2017-03,1045.73
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M02,2017-02,802.8
